Country_Code,year,PerCapita_HealthExp,HealthExp_to_GDP_percent,PerCapita_Health_USD,Total_HealthSpending_USD
PRT,2015,15.88,1.48,418.61,4336.03
PRT,2016,15.43,1.45,434.33,4484.63
PRT,2017,15.01,1.4,436.34,4494.43
PRT,2018,14.68,1.38,459.97,4730.29
PRT,2019,14.78,1.41,476.29,4899.2
PRT,2020,15.64,1.65,524.72,5403.03
PRT,2021,14.58,1.62,558.51,5787.14
ROU,2003,20.5,1.1,89.72,1935.63
ROU,2004,27.01,1.48,142.58,3058.61
ROU,2005,28.29,1.56,153.45,3271.4
ROU,2006,27.98,1.42,161.7,3427.05
ROU,2007,26.56,1.33,181.79,3796.21
ROU,2008,25.84,1.3,215.63,4428.52
ROU,2009,24.85,1.31,209.12,4259.27
ROU,2010,24.73,1.4,242.14,4902.52
ROU,2011,38.45,1.72,320.39,6455.13
ROU,2012,36.4,1.64,323.82,6495.11
ROU,2013,39.23,2.05,406.06,8114.5
ROU,2014,35.29,1.78,369.8,7362.4
ROU,2015,33.43,1.65,363.5,7203.02
ROU,2016,31.08,1.58,388.74,7659.1
ROU,2017,25.97,1.35,367.12,7191.49
ROU,2018,24.68,1.36,409.49,7974.43
ROU,2019,25.77,1.47,475.32,9207.63
ROU,2020,24.79,1.54,508.63,9798.81
ROU,2021,23.89,1.55,569.56,10891.22
SVK,1999,34.81,1.93,229.1,1236.21
SVK,2000,34.69,1.84,239.52,1290.73
SVK,2001,34.66,1.85,263,1414.65
SVK,2002,37.56,2.07,326.29,1754.43
SVK,2003,40.24,2.19,352.73,1895.34
SVK,2004,34.19,2.21,376.26,2021.35
SVK,2005,33.28,2.19,396.54,2130.55
SVK,2006,31.13,2.13,417.94,2245.61
SVK,2007,29.37,2.11,465.38,2501.24
SVK,2008,30.16,2.1,508.8,2736.95
SVK,2009,29.43,2.34,532.42,2867.81
SVK,2010,29.2,2.24,587.24,3166.08
SVK,2011,28.72,2.1,567.15,3061.67
SVK,2012,26.54,2,556.73,3010.54
SVK,2013,26.54,1.99,571.49,3093.71
SVK,2014,27.03,1.86,543.32,2944.04
SVK,2015,26.87,1.82,553.2,3000.45
SVK,2016,26.59,1.85,542.42,2945.75
SVK,2017,26.39,1.78,521.07,2834.19
SVK,2018,25.51,1.7,512.55,2791.72
SVK,2019,24.44,1.69,517,2819.77
SVK,2020,23.72,1.69,504.24,2752.53
SVK,2021,21.05,1.63,530.72,2890.94
SVN,2002,22.09,1.77,383.62,765.14
SVN,2003,21.21,1.72,378.95,756.28
SVN,2004,21.23,1.69,394.48,787.78
SVN,2005,21.31,1.7,404.79,809.78
SVN,2006,21.15,1.65,420.08,843.05
SVN,2007,20.08,1.51,414.8,837.12
SVN,2008,19.07,1.5,438.14,885.62
SVN,2009,19.75,1.69,447.48,912.71
SVN,2010,19.78,1.69,458.75,939.79
SVN,2011,19.56,1.67,464.77,954.1
SVN,2012,20.14,1.76,489.48,1006.93
SVN,2013,20.1,1.76,501.44,1032.94
SVN,2014,18.54,1.58,463.4,955.52
SVN,2015,18.25,1.56,470.78,971.46
SVN,2016,18.27,1.55,500.27,1033.08
SVN,2017,18.4,1.51,521.07,1076.73
SVN,2018,17.96,1.49,546.85,1134.12
SVN,2019,17.37,1.48,559.47,1168.38
SVN,2020,17.26,1.63,599.59,1260.59
SVN,2021,16.58,1.57,644.19,1358
SWE,1970,7.67,0.42,20.86,167.73
SWE,1971,7.77,0.46,23.81,192.81
SWE,1972,8.49,0.51,28.14,228.59
SWE,1973,9.33,0.55,33.53,272.79
SWE,1974,9,0.56,37.79,308.38
SWE,1975,8.56,0.55,42.96,351.98
SWE,1976,8.12,0.55,45.51,374.16
SWE,1977,7.7,0.58,49.96,412.25
SWE,1978,7.51,0.57,52.15,431.54
SWE,1979,7.38,0.55,57.02,472.94
SWE,1980,6.97,0.54,62.65,520.65
SWE,1981,7.02,0.55,67.8,564.14
SWE,1982,7.3,0.58,74.71,622.01
SWE,1983,7.39,0.58,78.56,654.3
SWE,1984,7.16,0.55,80.36,669.92
SWE,1985,7.67,0.56,85.98,717.95
SWE,1986,7.93,0.56,91.64,767.03
SWE,1987,8.14,0.58,100.65,845.24
SWE,1988,7.59,0.53,98.83,833.78
SWE,1989,8.6,0.61,121.53,1032.17
SWE,1990,8.63,0.62,128.53,1100.1
SWE,1991,9.15,0.65,135.52,1167.81
SWE,1992,10.11,0.75,155.38,1346.85
SWE,1993,11.2,0.86,170.57,1487.13
SWE,1994,12.36,0.9,187.68,1647.96
SWE,1995,12.93,0.93,206.18,1819.92
SWE,1996,14.25,1.06,241.06,2131.19
SWE,1997,13.03,0.94,222.76,1970.51
SWE,1998,14.29,1.04,258.38,2286.88
SWE,1999,14.64,1.07,286.76,2540.07
SWE,2000,14.51,1.06,318.67,2827.26
SWE,2001,14.86,1.17,356.47,3171.13
SWE,2002,14.96,1.23,394.62,3521.95
SWE,2003,14.46,1.2,386.87,3465.64
SWE,2004,14.36,1.17,398.14,3580.7
SWE,2005,14.17,1.16,398.24,3595.93
SWE,2006,14.19,1.14,427.01,3877.45
SWE,2007,13.89,1.11,448.05,4098.77
SWE,2008,13.89,1.14,474.45,4374.23
SWE,2009,13.74,1.21,474.24,4409.73
SWE,2010,13.58,1.13,466.01,4370.34
SWE,2011,10.48,1.09,467.15,4414.15
SWE,2012,10.36,1.11,484.71,4614.09
SWE,2013,10.05,1.1,475.57,4565.67
SWE,2014,10.02,1.1,487.7,4728.75
SWE,2015,10.09,1.09,504.92,4947.76
SWE,2016,10.23,1.11,524.4,5203.71
SWE,2017,9.83,1.06,512.82,5157.75
SWE,2018,9.91,1.09,537.28,5466.96
SWE,2019,9.6,1.04,517.45,5318.82
SWE,2020,9.66,1.1,554.04,5736.21
SWE,2021,9.25,1.04,576.08,6000.32
TUR,1981,10.71,0.28,9.69,448.62
TUR,1982,12.9,0.28,10.33,488.88
TUR,1983,11.91,0.26,10.57,511.85
TUR,1984,10.94,0.23,10.05,498.42
TUR,1985,13.89,0.21,9.67,490.35
TUR,1986,12.4,0.23,11.92,617.04
TUR,1987,13.33,0.25,13.24,699.6
TUR,1990,22.02,0.54,33.58,1880.89
TUR,1994,31.63,0.83,56.8,3410.04
TUR,1999,27.34,1.22,100.91,6517.91
TUR,2000,27.81,1.28,120.14,7859.95
USA,1987,8.7,0.86,171.83,41633.49
USA,1988,8.63,0.89,189.55,46343.56
USA,1989,8.65,0.92,209.72,51763.37
USA,1990,8.77,0.99,235.47,58778.48
USA,1991,8.67,1.03,251.46,63615.11
USA,1992,8.31,1.01,257.47,66044.15
USA,1993,8.08,1.01,265.44,68992.12
USA,1994,8.07,1,276.72,72811.7
USA,1995,8.39,1.05,300.92,80129.17
USA,1996,8.86,1.1,330.94,89152.44
USA,1997,9.35,1.16,363.95,99234.06
USA,1998,9.92,1.23,402.55,111043.65
USA,1999,10.89,1.34,463.85,129432.98
USA,2000,11.5,1.44,521.68,147197.64
USA,2001,11.96,1.58,584.78,166643.86
USA,2002,12.27,1.72,652.65,187717.43
USA,2003,12.64,1.83,723.84,209992.02
USA,2004,12.85,1.87,779.91,228361.78
USA,2005,12.84,1.87,826.03,244105.28
USA,2006,13.13,1.93,894.04,266764.77
USA,2007,13.02,1.94,933.09,281074.92
USA,2008,12.9,1.96,952.45,289633.39
USA,2009,12.87,2.09,984.11,301895.4
USA,2010,12.52,2.03,986.63,305191.44
USA,2011,12.43,2.01,1004.21,312893.69
USA,2012,12.15,1.96,1013.8,318209.17
USA,2013,11.98,1.92,1020.54,322552.13
USA,2014,12.53,2.03,1118.63,356157.77
USA,2015,12.71,2.1,1189.44,381498.83
USA,2016,12.26,2.06,1192.3,385198.78
USA,2017,11.95,2,1200.77,390396.57
USA,2018,11.77,1.96,1229.27,401771.09
USA,2019,11.77,1.96,1277.03,419287.86
USA,2020,11.04,2.07,1315.22,436030.19
USA,2021,11.74,2.04,1432.31,475596.74
